epoch	vram
1783949762	57656164352
1783949767	57656164352
1783949772	57656176640
1783949777	57656176640
1783949782	57656176640
1783949787	57656176640
1783949792	57656176640
1783949797	57656176640
1783949802	57656176640
1783949807	57656958976
1783949812	57656958976
1783949817	57656958976
1783949822	57656958976
1783949827	57656958976
1783949832	57656958976
1783949837	57656958976
1783949842	57656958976
1783949847	57656958976
1783949852	57656958976
1783949857	57656958976
1783949862	57656958976
1783949867	57724067840
1783949872	57724067840
1783949877	57724067840
1783949882	57724067840
1783949887	57724067840
1783949892	57724067840
1783949897	57724067840
1783949902	57724080128
1783949907	57724080128
1783949912	57724080128
1783949917	57724080128
1783949922	57724080128
1783949927	57724080128
1783949932	57724080128
1783949937	57724080128
1783949942	57724080128
1783949947	57724080128
1783949952	57724080128
1783949957	57724080128
1783949962	57724080128
1783949967	57724080128
1783949972	57724080128
1783949977	57724092416
1783949982	57724092416
1783949987	57724092416
1783949992	57724092416
1783949997	57724092416
1783950002	57724092416
1783950007	57724092416
1783950012	57724092416
1783950017	57724092416
1783950022	57724092416
1783950027	57724092416
1783950032	57724092416
1783950037	57724092416
1783950042	57724108800
1783950047	57724108800
1783950052	57724108800
1783950057	57724108800
1783950062	57724108800
1783950067	57724108800
1783950072	57724108800
1783950078	57724108800
1783950083	57724108800
1783950088	57724108800
1783950093	57724108800
1783950098	57724108800
1783950103	57724108800
1783950108	57724108800
1783950113	57724108800
1783950118	57724108800
1783950123	57724108800
1783950128	57724108800
1783950133	57724108800
1783950138	57724108800
1783950143	57724108800
1783950148	57724108800
1783950153	57724108800
1783950158	57724121088
1783950163	57724121088
1783950168	57724121088
1783950173	57724121088
1783950178	57724121088
1783950183	57724121088
1783950188	57724121088
1783950193	57724121088
1783950198	57724121088
1783950203	57724133376
1783950208	57724133376
1783950213	57724133376
1783950218	57724133376
1783950223	57724133376
1783950228	57724133376
1783950233	57724133376
1783950238	57724133376
1783950243	57724133376
1783950248	57724133376
1783950253	57724133376
1783950258	57724133376
1783950263	57724133376
1783950268	57724133376
1783950273	57724133376
1783950278	57724133376
1783950283	57724133376
1783950288	57724133376
1783950293	57724133376
1783950298	57724133376
1783950303	57724145664
1783950308	57724145664
1783950313	57724145664
1783950318	57724145664
1783950323	57724145664
1783950328	57724145664
1783950333	57724145664
1783950338	57724145664
1783950343	57724157952
1783950348	57724157952
1783950353	57724157952
1783950358	57724157952
1783950363	57724157952
1783950368	57724157952
1783950373	57724157952
1783950378	57724157952
1783950383	57724157952
1783950388	57724157952
1783950393	57724157952
1783950398	57724157952
1783950403	57724157952
1783950408	57724170240
1783950413	57724170240
1783950418	57724182528
1783950423	57724182528
1783950428	57724182528
1783950433	57724194816
1783950438	57724194816
1783950443	57724194816
1783950448	57724194816
1783950453	57724194816
1783950458	57724194816
1783950463	57724194816
1783950468	57724194816
1783950473	57724194816
1783950478	57724194816
1783950483	57724207104
1783950488	57724219392
1783950493	57724219392
1783950498	57724231680
1783950503	57724231680
1783950508	57724231680
1783950513	57724231680
1783950518	57724231680
1783950523	57724231680
1783950528	57724231680
1783950533	57724231680
1783950538	57724231680
1783950543	57724231680
1783950548	57724243968
1783950553	57724243968
1783950558	57724243968
1783950563	57724243968
1783950568	57724243968
1783950573	57724243968
1783950578	57724243968
1783950583	57724243968
1783950588	57724243968
1783950593	57724243968
1783950598	57724243968
1783950603	57724243968
1783950608	57724243968
1783950613	57724243968
1783950618	57724243968
1783950623	57724243968
1783950628	57724256256
1783950633	57724256256
1783950638	57724256256
1783950643	57724256256
1783950648	57724256256
1783950653	57724268544
1783950658	57724268544
1783950663	57724268544
1783950668	57724268544
1783950673	57724268544
1783950678	57724268544
1783950683	57724268544
1783950688	57724268544
1783950693	57724268544
1783950698	57724268544
1783950703	57724268544
1783950708	57724268544
1783950713	57724268544
1783950718	57724268544
1783950723	57724268544
1783950728	57724268544
1783950733	57724280832
1783950738	57724280832
1783950743	57724280832
1783950748	57724280832
1783950753	57724280832
1783950758	57724280832
1783950763	57724280832
1783950768	57724280832
1783950773	57724280832
1783950778	57724280832
1783950783	57724280832
1783950788	57724280832
1783950793	57724280832
1783950798	57724293120
1783950803	57724293120
1783950808	57724293120
1783950813	57724293120
1783950818	57724293120
1783950823	57724305408
1783950828	57724305408
1783950833	57724305408
1783950838	57724305408
1783950843	57724305408
1783950848	57724317696
1783950853	57724317696
1783950858	57724329984
1783950863	57724329984
1783950869	57724329984
1783950874	57724342272
1783950879	57724342272
1783950884	57724342272
1783950889	57724342272
1783950894	57724342272
1783950899	57724354560
1783950904	57724354560
1783950909	57724354560
1783950914	57724354560
1783950919	57724354560
1783950924	57724354560
1783950929	57724354560
1783950934	57724354560
1783950939	57724354560
1783950944	57724354560
1783950949	57724354560
1783950954	57724354560
1783950959	57724354560
1783950964	57724354560
1783950969	57724354560
1783950974	57724354560
1783950979	57724354560
1783950984	57724354560
1783950989	57724354560
