epoch	vram
1783948835	57655844864
1783948840	57655844864
1783948845	57655857152
1783948850	57655857152
1783948855	57655857152
1783948860	57655857152
1783948865	57655857152
1783948870	57655857152
1783948875	57655910400
1783948880	57655910400
1783948885	57655910400
1783948890	57655910400
1783948895	57655910400
1783948900	57655910400
1783948905	57655910400
1783948910	57655910400
1783948915	57655910400
1783948920	57655910400
1783948925	57655922688
1783948930	57655922688
1783948935	57655922688
1783948940	57655922688
1783948945	57655922688
1783948950	57655922688
1783948955	57655934976
1783948960	57655934976
1783948965	57655934976
1783948970	57655934976
1783948975	57655934976
1783948980	57655934976
1783948985	57655934976
1783948990	57655934976
1783948995	57655934976
1783949000	57655934976
1783949005	57655934976
1783949010	57655934976
1783949015	57655934976
1783949020	57655934976
1783949025	57655934976
1783949030	57655934976
1783949035	57655934976
1783949040	57655988224
1783949045	57655988224
1783949050	57655988224
1783949055	57655988224
1783949060	57655988224
1783949065	57655988224
1783949070	57655988224
1783949075	57655988224
1783949080	57655988224
1783949085	57655988224
1783949090	57655988224
1783949095	57655988224
1783949100	57655988224
1783949105	57655988224
1783949110	57655988224
1783949115	57655988224
1783949120	57655988224
1783949125	57655988224
1783949130	57655988224
1783949135	57655988224
1783949140	57655988224
1783949145	57656000512
1783949150	57656000512
1783949155	57656000512
1783949160	57656000512
1783949165	57656000512
1783949170	57656000512
1783949175	57656000512
1783949180	57656000512
1783949185	57656000512
1783949190	57656000512
1783949196	57656000512
1783949201	57656000512
1783949206	57656000512
1783949211	57656000512
1783949216	57656000512
1783949221	57656000512
1783949226	57656000512
1783949231	57656000512
1783949236	57656000512
1783949241	57656000512
1783949246	57656000512
1783949251	57656000512
1783949256	57656000512
1783949261	57656012800
1783949266	57656012800
1783949271	57656012800
1783949276	57656012800
1783949281	57656012800
1783949286	57656012800
1783949291	57656012800
1783949296	57656012800
1783949301	57656012800
1783949306	57656012800
1783949311	57656012800
1783949316	57656012800
1783949321	57656012800
1783949326	57656012800
1783949331	57656012800
1783949336	57656012800
1783949341	57656012800
1783949346	57656025088
1783949351	57656025088
1783949356	57656025088
1783949361	57656025088
1783949366	57656025088
1783949371	57656025088
1783949376	57656037376
1783949381	57656037376
1783949386	57656037376
1783949391	57656049664
1783949396	57656049664
1783949401	57656049664
1783949406	57656049664
1783949411	57656049664
1783949416	57656049664
1783949421	57656049664
1783949426	57656061952
1783949431	57656061952
1783949436	57656061952
1783949441	57656061952
1783949446	57656061952
1783949451	57656061952
1783949456	57656061952
1783949461	57656061952
1783949466	57656061952
1783949471	57656074240
1783949476	57656074240
1783949481	57656074240
1783949486	57656074240
1783949491	57656074240
1783949496	57656074240
1783949501	57656074240
1783949506	57656074240
1783949511	57656074240
1783949516	57656074240
1783949521	57656074240
1783949526	57656074240
1783949531	57656074240
1783949536	57656074240
1783949541	57656074240
1783949546	57656074240
1783949551	57656074240
1783949556	57656074240
1783949561	57656086528
1783949566	57656086528
1783949571	57656098816
1783949576	57656115200
1783949581	57656115200
1783949586	57656115200
1783949591	57656115200
1783949596	57656127488
1783949601	57656127488
1783949606	57656127488
1783949611	57656127488
1783949616	57656127488
1783949621	57656127488
1783949626	57656127488
1783949631	57656127488
1783949636	57656127488
1783949641	57656127488
1783949646	57656127488
1783949651	57656127488
1783949656	57656139776
1783949661	57656139776
1783949666	57656139776
1783949671	57656139776
1783949676	57656139776
1783949681	57656152064
1783949686	57656152064
1783949691	57656152064
1783949696	57656152064
1783949701	57656152064
1783949706	57656152064
1783949711	57656152064
1783949716	57656152064
1783949721	57656152064
1783949726	57656152064
1783949731	57656152064
1783949736	57656152064
1783949741	57656152064
1783949746	57656164352
1783949751	57656164352
1783949756	57656164352
1783949761	57656164352
