epoch	vram_used_bytes
1783121502	1858392064
1783121512	7420309504
1783121522	7420325888
1783121532	7422144512
1783121542	7422341120
1783121552	7422341120
1783121562	7422341120
1783121572	7422341120
1783121582	7422341120
1783121592	7422341120
1783121602	7422341120
1783121612	7422341120
1783121622	7422341120
1783121632	7422345216
1783121642	7422345216
1783121652	7422345216
1783121662	7422345216
1783121672	7422345216
1783121682	7422345216
1783121692	7422345216
1783121702	7422345216
1783121712	7422345216
1783121722	7422345216
1783121732	7422345216
1783121742	7422345216
1783121752	7422345216
1783121762	7422345216
1783121772	7422345216
1783121782	7422345216
1783121792	7422345216
1783121802	7422345216
1783121812	7422345216
1783121822	7422345216
1783121832	7422345216
1783121842	7422345216
1783121852	7422345216
1783121862	7422345216
1783121872	7422345216
1783121882	7422345216
1783121892	7422345216
1783121902	7422345216
1783121912	7422345216
1783121922	7422345216
1783121932	7422345216
1783121942	7422345216
1783121952	7422345216
1783121962	7422345216
1783121972	7422345216
1783121982	7422345216
1783121992	7422345216
1783122002	7422345216
1783122012	7422345216
1783122022	7422345216
1783122032	7422345216
1783122042	7422345216
1783122052	7422345216
1783122062	7422345216
1783122072	7422345216
1783122082	7422345216
1783122092	7422345216
1783122102	7422345216
1783122112	7422345216
1783122122	7422345216
1783122132	7422345216
1783122142	7422345216
1783122152	7422345216
1783122162	7422345216
1783122172	7422345216
1783122182	7422345216
1783122193	7422345216
1783122203	7422345216
1783122213	7422345216
1783122223	7422345216
1783122233	7422345216
1783122243	7422345216
1783122253	7422345216
1783122263	7422345216
1783122273	7422345216
1783122283	7422345216
