epoch	vram_used_bytes
1783124122	1858392064
1783124132	26398969856
1783124142	26398982144
1783124152	26400145408
1783124162	26400145408
1783124172	26400145408
1783124182	26400145408
1783124192	26400145408
1783124202	26400145408
1783124212	26400145408
1783124222	26400145408
1783124232	26400321536
1783124242	26400321536
1783124252	26400321536
1783124262	26400321536
1783124272	26400321536
1783124282	26400321536
1783124292	26400321536
1783124302	26400407552
1783124312	26400407552
1783124322	26400407552
1783124332	26400407552
1783124342	26400407552
1783124352	26400407552
1783124362	26400407552
1783124372	26400407552
1783124382	26400407552
1783124393	26400407552
1783124403	26400407552
1783124413	26400407552
1783124423	26400407552
1783124433	26400407552
1783124443	26400407552
1783124453	26400407552
1783124463	26400407552
1783124473	26400407552
1783124483	26400407552
1783124493	26400407552
1783124503	26400407552
1783124513	26400407552
1783124523	26400407552
1783124533	26400407552
1783124543	26400407552
1783124553	26400407552
1783124563	26400407552
1783124573	26400407552
1783124583	26400407552
1783124593	26400407552
1783124603	26400407552
1783124613	26400407552
1783124623	26400407552
1783124633	26400407552
1783124643	26400407552
1783124653	26400407552
1783124663	26406436864
1783124673	26406436864
1783124683	26406436864
1783124693	26406436864
1783124703	26406436864
1783124713	26406436864
1783124723	26406436864
1783124733	26406436864
1783124743	26406436864
1783124753	26406436864
1783124763	26406436864
1783124773	26406436864
1783124783	26406436864
1783124793	26406436864
1783124803	26406436864
1783124813	26406436864
1783124823	26406436864
1783124833	26406436864
1783124843	26406436864
1783124853	26406436864
1783124863	26406436864
1783124873	26406436864
1783124883	26406436864
1783124893	26406436864
1783124903	26406436864
1783124913	26406436864
1783124923	26406436864
1783124933	26406436864
1783124943	26406436864
1783124953	26406436864
1783124963	26406436864
1783124973	26406436864
1783124983	26406436864
1783124993	26406436864
1783125003	26406436864
1783125013	26406436864
1783125023	26406436864
1783125033	26406436864
1783125043	26406436864
1783125053	26406436864
