epoch	vram_used_bytes
1783119683	1481383936
1783119693	5847449600
1783119703	5760888832
1783119713	5795086336
1783119723	5764608000
1783119733	5761183744
1783119743	5755572224
1783119753	5812850688
1783119763	5776707584
1783119773	5785096192
1783119783	5791965184
1783119793	5774331904
1783119803	5792272384
1783119813	5782224896
1783119823	5780762624
1783119833	5853081600
1783119843	5819490304
1783119853	5819490304
1783119863	5862416384
1783119873	5819490304
1783119883	5862416384
1783119893	5862416384
1783119903	5862416384
1783119913	5862416384
1783119923	5815013376
1783119933	5857939456
1783119943	5815013376
1783119953	5857939456
1783119963	5857939456
1783119973	5857939456
1783119983	5998448640
1783119993	5998448640
1783120003	5998448640
1783120013	5931274240
1783120023	5931274240
1783120033	5931274240
1783120043	5931274240
1783120053	5931274240
1783120063	5929177088
1783120073	5929177088
1783120083	5929177088
1783120093	5929177088
1783120103	5929177088
1783120113	5931278336
1783120123	5931278336
1783120133	6191210496
1783120143	6186999808
1783120154	6186999808
1783120164	6186999808
1783120174	6186999808
1783120184	6186999808
1783120194	6186999808
1783120204	6186999808
1783120214	6186999808
1783120224	6186999808
1783120234	6186999808
1783120244	6186999808
1783120254	6186999808
1783120264	6186999808
1783120274	6186999808
1783120284	6186999808
1783120294	6186999808
1783120304	6186999808
1783120314	6186999808
1783120324	6186999808
1783120334	6186999808
1783120344	6186999808
1783120354	6186999808
1783120364	6186999808
1783120374	6186999808
1783120384	6186999808
1783120394	6186999808
1783120404	6186999808
1783120414	6186999808
1783120424	6186999808
1783120434	6186999808
1783120444	6186999808
1783120454	6186999808
1783120464	6186999808
1783120474	6186999808
1783120484	6186999808
1783120494	6186999808
1783120504	6186999808
1783120514	6186999808
1783120524	6186999808
1783120534	6186999808
1783120544	6186999808
1783120554	6186999808
1783120564	6186999808
1783120574	6186999808
1783120584	6186999808
