epoch	vram_used_bytes
1783123202	1858392064
1783123212	24704352256
1783123222	24706793472
1783123232	24706793472
1783123242	24706793472
1783123252	24706920448
1783123262	24706920448
1783123272	24708214784
1783123282	24708304896
1783123292	24708308992
1783123302	24708308992
1783123312	24708308992
1783123322	24708308992
1783123332	24708308992
1783123342	24708308992
1783123352	24708308992
1783123362	24708308992
1783123372	24708308992
1783123382	24708308992
1783123392	24708308992
1783123402	24708308992
1783123412	24708308992
1783123422	24708308992
1783123432	24708308992
1783123442	24708308992
1783123452	24708308992
1783123462	24708308992
1783123472	24708308992
1783123482	24708308992
1783123492	24708308992
1783123502	24708308992
1783123512	24708308992
1783123522	24708308992
1783123532	24708308992
1783123542	24708308992
1783123552	24708308992
1783123562	24708308992
1783123572	24708308992
1783123582	24708308992
1783123592	24708308992
1783123602	24708308992
1783123612	24708308992
1783123622	24708308992
1783123633	24708308992
1783123643	24708308992
1783123653	24708308992
1783123663	24708308992
1783123673	24708308992
1783123683	24708308992
1783123693	24708308992
1783123703	24708308992
1783123713	24708308992
1783123723	24708308992
1783123733	24708308992
1783123743	24708308992
1783123753	24708308992
1783123763	24708308992
1783123773	24708308992
1783123783	24708308992
1783123793	24708308992
1783123803	24708313088
1783123813	24708313088
1783123823	24708313088
1783123833	24708313088
1783123843	24708313088
1783123853	24708313088
1783123863	24708313088
1783123873	24708313088
1783123883	24708313088
1783123893	24708313088
1783123903	24708313088
1783123913	24708313088
1783123923	24708423680
1783123933	24708423680
1783123943	24708423680
1783123953	24708423680
1783123963	24708423680
1783123973	24708423680
1783123983	24708423680
1783123993	24708423680
1783124003	24708423680
1783124013	24708423680
1783124023	24708423680
1783124033	24708423680
1783124043	24708423680
1783124053	24708423680
1783124063	24708423680
1783124073	24708423680
1783124083	24708423680
1783124093	24708423680
1783124103	24708423680
1783124113	24708423680
