epoch	vram_used_bytes
1783960426	25925836800
1783960436	48249163776
1783960446	48249184256
1783960456	48249184256
1783960466	48249516032
1783960476	48249516032
1783960486	48249516032
1783960497	48249516032
1783960507	48249516032
1783960517	48249683968
1783960527	48250736640
1783960537	48250740736
1783960547	48250740736
1783960557	48250740736
1783960567	48250740736
1783960577	48250740736
1783960587	48250740736
1783960597	48250740736
1783960607	48250740736
1783960617	48250740736
1783960627	48250740736
1783960637	48250740736
1783960647	48250740736
1783960657	48250740736
1783960667	48250740736
1783960677	48250740736
1783960687	48250740736
1783960697	48250740736
1783960707	48250740736
1783960717	48250740736
1783960727	48250740736
1783960737	48250740736
1783960747	48250740736
1783960757	48250740736
1783960767	48250740736
1783960777	48250740736
1783960787	48250740736
1783960797	48250740736
1783960807	48250740736
1783960817	48250740736
1783960827	48250740736
1783960837	48250740736
1783960847	48250740736
1783960857	48250740736
1783960867	48250740736
1783960877	48250740736
1783960887	48250740736
1783960897	48250740736
1783960907	48250740736
1783960917	48250740736
1783960927	48250740736
1783960937	48250740736
1783960947	48250740736
1783960957	48250740736
1783960967	48250740736
1783960977	48250740736
1783960987	48250740736
1783960997	48250740736
1783961007	48250740736
1783961017	48250740736
1783961027	48250740736
1783961037	48250740736
1783961047	48250740736
1783961057	48250740736
1783961067	48250740736
1783961077	48250740736
1783961087	48250740736
1783961097	48250740736
1783961107	48250740736
1783961117	48250740736
1783961127	48250740736
1783961137	48250740736
1783961147	48250740736
1783961157	48250740736
1783961167	48250740736
1783961177	48250740736
1783961187	48250740736
1783961197	48250740736
1783961207	48250740736
1783961217	48250740736
1783961227	48250740736
1783961237	48250740736
1783961247	48250740736
1783961257	48250740736
1783961267	48250740736
1783961277	48250740736
1783961287	48250740736
1783961297	48250740736
1783961307	48250740736
1783961317	48250740736
1783961327	48250740736
1783961337	48250740736
