epoch	vram_used_bytes
1783343798	24223207424
1783343808	38016438272
1783343818	38018768896
1783343828	38018768896
1783343838	38018768896
1783343848	38018768896
1783343858	38018768896
1783343868	38018768896
1783343878	38018768896
1783343888	38018768896
1783343898	38018768896
1783343908	38018768896
1783343918	38018768896
1783343928	38018768896
1783343938	38018768896
1783343948	38018768896
1783343958	38018768896
1783343968	38018768896
1783343978	38018768896
1783343988	38018768896
1783343998	38018768896
1783344008	38018768896
1783344018	38018768896
1783344028	38018768896
1783344038	38018768896
1783344048	38018768896
1783344058	38018768896
1783344068	38018768896
1783344078	38018768896
1783344088	38018768896
1783344098	38018768896
1783344108	38018768896
1783344118	38018768896
1783344128	38018768896
1783344138	38018768896
1783344148	38018768896
1783344158	38018768896
1783344168	38018768896
1783344178	38018768896
1783344188	38018768896
1783344198	38018768896
1783344208	38018768896
1783344218	38018768896
1783344228	38018768896
1783344238	38018768896
1783344248	38018768896
1783344258	38018768896
1783344268	38018768896
1783344278	38018768896
1783344288	38018768896
1783344298	38018768896
1783344308	38018768896
1783344318	38018768896
1783344328	38018768896
1783344338	38018768896
1783344348	38018768896
1783344358	38018768896
1783344368	38018768896
1783344378	38018768896
1783344388	38018768896
1783344398	38018768896
1783344408	38018768896
1783344418	38018768896
1783344428	38018768896
1783344438	38018768896
1783344448	38018768896
1783344458	38018768896
1783344468	38018768896
1783344478	38018768896
1783344488	38018768896
1783344498	38018768896
1783344508	38018768896
1783344518	38018768896
1783344528	38018768896
1783344538	38018768896
1783344548	38018768896
1783344558	38018768896
1783344568	38018768896
1783344578	38018768896
1783344588	38018768896
1783344598	38018768896
1783344608	38018768896
1783344618	38018768896
1783344628	38018768896
1783344638	38018768896
1783344648	38018768896
1783344658	38018768896
1783344668	38018768896
1783344678	38018768896
1783344688	38018768896
1783344698	38018768896
1783344708	38018768896
1783344718	38018768896
1783344728	38018768896
