epoch	vram_used_bytes
1783955148	25925836800
1783955158	32757112832
1783955168	32757112832
1783955178	32757112832
1783955188	32757112832
1783955198	32757121024
1783955208	32757121024
1783955218	32757166080
1783955228	32757166080
1783955238	32757166080
1783955248	32757313536
1783955258	32757313536
1783955268	32757313536
1783955278	32757313536
1783955288	32757313536
1783955298	32757313536
1783955308	32757313536
1783955318	32757313536
1783955328	32757313536
1783955338	32757313536
1783955348	32757313536
1783955358	32757354496
1783955368	32757354496
1783955378	32757354496
1783955388	32757354496
1783955398	32757354496
1783955408	32757354496
1783955418	32757354496
1783955428	32757354496
1783955438	32757391360
1783955448	32757391360
1783955458	32757391360
1783955468	32757391360
1783955478	32757391360
1783955488	32757391360
1783955498	32757391360
1783955508	32757391360
1783955518	32757391360
1783955528	32757391360
1783955538	32757391360
1783955548	32757391360
1783955558	32757391360
1783955568	32757391360
1783955578	32757391360
1783955588	32757391360
1783955598	32757391360
1783955608	32757391360
1783955618	32757391360
1783955628	32757391360
1783955638	32757391360
1783955648	32757391360
1783955658	32757391360
1783955668	32757391360
1783955678	32757391360
1783955688	32757391360
1783955698	32757391360
1783955708	32757391360
1783955718	32757391360
1783955728	32757391360
1783955738	32757391360
1783955748	32757391360
1783955758	32757391360
1783955768	32757391360
1783955778	32757391360
1783955788	32757391360
1783955798	32757391360
1783955808	32757391360
1783955818	32757391360
1783955828	32757391360
1783955838	32757391360
1783955848	32757391360
1783955858	32757391360
1783955868	32757391360
1783955878	32757391360
1783955888	32757391360
1783955898	32757391360
1783955908	32757391360
1783955918	32757391360
1783955928	32757391360
1783955938	32757391360
1783955948	32757391360
1783955958	32757391360
1783955968	32757391360
1783955978	32757391360
1783955988	32757391360
1783955998	32757391360
1783956009	32757391360
1783956019	32757391360
1783956029	32757391360
1783956039	32757391360
1783956049	32757391360
1783956059	32757391360
