epoch	vram_used_bytes
1783954243	25925836800
1783954253	32815099904
1783954263	32815099904
1783954273	32815112192
1783954283	32815112192
1783954293	32815112192
1783954303	32815710208
1783954313	32815869952
1783954323	32815869952
1783954333	32815869952
1783954343	32815869952
1783954353	32815869952
1783954363	32815869952
1783954373	32815869952
1783954383	32815869952
1783954393	32815869952
1783954403	32815869952
1783954413	32815869952
1783954423	32815869952
1783954433	32815869952
1783954443	32815869952
1783954453	32815869952
1783954463	32815869952
1783954473	32815869952
1783954483	32815869952
1783954493	32815869952
1783954503	32815869952
1783954513	32815869952
1783954523	32815869952
1783954533	32815869952
1783954543	32815869952
1783954553	32815869952
1783954563	32815869952
1783954573	32815869952
1783954583	32815869952
1783954593	32815869952
1783954603	32815869952
1783954613	32815869952
1783954623	32815869952
1783954633	32815869952
1783954643	32815869952
1783954653	32815869952
1783954663	32815869952
1783954673	32815869952
1783954683	32815869952
1783954693	32815869952
1783954703	32815869952
1783954713	32815869952
1783954723	32815869952
1783954733	32815869952
1783954743	32815869952
1783954753	32815869952
1783954763	32815869952
1783954773	32815869952
1783954783	32815869952
1783954793	32815869952
1783954804	32815869952
1783954814	32815869952
1783954824	32815869952
1783954834	32815869952
1783954844	32815869952
1783954854	32815869952
1783954864	32815869952
1783954874	32815869952
1783954884	32815869952
1783954894	32815869952
1783954904	32815886336
1783954914	32815886336
1783954924	32815886336
1783954934	32815886336
1783954944	32815886336
1783954954	32815886336
1783954964	32815886336
1783954974	32815886336
1783954984	32815886336
1783954994	32815886336
1783955004	32815886336
1783955014	32815886336
1783955024	32815886336
1783955034	32815984640
1783955044	32815984640
1783955054	32815984640
1783955064	32815984640
1783955074	32815984640
1783955084	32815984640
1783955094	32815984640
1783955104	32815984640
1783955114	32815984640
1783955124	32815984640
1783955134	32815984640
1783955144	32815984640
