epoch	vram
1783953056	57683800064
1783953061	57683800064
1783953066	57683812352
1783953071	57683812352
1783953076	57683812352
1783953081	57683812352
1783953086	57683812352
1783953091	57683812352
1783953096	57683812352
1783953101	57683812352
1783953106	57683812352
1783953111	57683812352
1783953116	57683812352
1783953121	58159923200
1783953126	59177046016
1783953131	59177046016
1783953136	59177046016
1783953141	59177046016
1783953146	59177046016
1783953151	59177046016
1783953156	59177058304
1783953161	59177058304
1783953166	59177058304
1783953171	59177058304
1783953176	59177058304
1783953181	59177058304
1783953186	59177058304
1783953191	59177058304
1783953196	59177058304
1783953201	59177070592
1783953206	59177070592
1783953211	59177070592
1783953216	59177070592
1783953221	59169587200
1783953226	59169587200
1783953231	59169587200
1783953236	59169587200
1783953241	59169587200
1783953246	59169587200
1783953251	59169599488
1783953256	59169599488
1783953261	59169599488
1783953266	59169599488
1783953271	59169599488
1783953276	59169599488
1783953281	59169599488
1783953286	59169599488
1783953291	59169599488
1783953296	59169599488
1783953301	59169599488
1783953306	59169599488
1783953311	59169599488
1783953316	59169599488
1783953321	59169599488
1783953326	59169599488
1783953331	59169599488
1783953336	59169599488
1783953341	59169599488
1783953346	59169599488
1783953351	59169599488
1783953356	59169599488
1783953361	59169599488
1783953366	59169599488
1783953371	59169611776
1783953376	59169611776
1783953381	59169611776
1783953386	59169611776
1783953391	59169611776
1783953396	59169611776
1783953401	59169611776
1783953406	59169611776
1783953411	59169611776
1783953416	59169611776
1783953421	59169611776
1783953426	59169611776
1783953431	59169611776
1783953436	59169624064
1783953441	59169624064
1783953446	59169624064
1783953451	59169624064
1783953456	59169624064
1783953461	59169624064
1783953466	59169624064
1783953471	59169624064
1783953476	59169624064
1783953481	59169624064
1783953486	59169624064
1783953491	59169624064
1783953496	59169624064
1783953501	59169624064
1783953506	59169624064
1783953511	59169624064
1783953516	59169624064
1783953521	59169624064
1783953526	59169624064
1783953531	59169624064
1783953536	59169636352
1783953541	59169648640
1783953546	59169648640
1783953551	59169660928
1783953556	59169660928
1783953561	59169660928
1783953566	59169660928
1783953571	59169660928
1783953576	59169660928
1783953581	59169660928
1783953586	59169660928
1783953591	59169660928
1783953596	59169660928
1783953601	59169660928
1783953606	59169673216
1783953611	59169673216
1783953616	59169673216
1783953622	59169673216
1783953627	59169673216
1783953632	59169673216
1783953637	59169673216
1783953642	59169673216
1783953647	59169673216
1783953652	59169673216
1783953657	59169673216
1783953662	59169673216
1783953667	59169685504
1783953672	59169685504
1783953677	59169685504
1783953682	59169697792
1783953687	59169697792
1783953692	59169697792
1783953697	59169697792
1783953702	59169697792
1783953707	59169697792
1783953712	59169697792
1783953717	59169697792
1783953722	59169697792
1783953727	59169697792
1783953732	59169697792
1783953737	59169710080
1783953742	59169710080
1783953747	59169710080
1783953752	59169710080
1783953757	59169722368
1783953762	59169722368
1783953767	59169722368
1783953772	59169722368
1783953777	59169722368
1783953782	59169722368
1783953787	59169722368
1783953792	59169722368
1783953797	59169722368
1783953802	59169722368
1783953807	59169722368
1783953812	59169722368
1783953817	59169734656
1783953822	59169734656
1783953827	59169734656
1783953832	59169734656
1783953837	59169734656
1783953842	59169734656
1783953847	59169734656
1783953852	59169734656
1783953857	59169734656
1783953862	59169734656
1783953867	59169734656
1783953872	59169734656
1783953877	59169734656
1783953882	59169734656
1783953887	59169734656
1783953892	59169734656
1783953897	59169734656
1783953902	59169746944
1783953907	59169746944
1783953912	59169759232
1783953917	59169759232
1783953922	59169759232
1783953927	59169759232
1783953932	59169771520
1783953937	59169771520
1783953942	59169771520
1783953947	59169771520
1783953952	59169771520
1783953957	59169771520
1783953962	59169771520
1783953967	59169771520
1783953972	59169783808
1783953977	59169783808
1783953982	59169783808
1783953987	59169783808
1783953992	59169783808
1783953997	59169783808
1783954002	59169783808
1783954007	59169783808
1783954012	59169783808
1783954017	59169796096
1783954022	59169796096
1783954027	59169796096
1783954032	59169796096
1783954037	59169796096
1783954042	59169796096
1783954047	59169808384
1783954052	59169808384
1783954057	59169808384
1783954062	59169808384
1783954067	59169808384
1783954072	59169808384
1783954077	59169820672
1783954082	59169820672
1783954087	59169820672
1783954092	59169820672
1783954097	59169820672
1783954102	59169820672
1783954107	59169820672
1783954112	59169820672
1783954117	59169820672
1783954122	59169820672
1783954127	59169820672
1783954132	59169820672
1783954137	59169820672
