epoch	vram
1783952134	56860700672
1783952139	56860708864
1783952144	56860721152
1783952149	56860721152
1783952154	56860774400
1783952159	56860774400
1783952164	56860774400
1783952169	56860774400
1783952174	56860774400
1783952179	56860786688
1783952184	56860786688
1783952189	56860786688
1783952194	56860786688
1783952199	56860786688
1783952204	56860786688
1783952209	56860798976
1783952214	56860798976
1783952219	56860798976
1783952224	56860798976
1783952229	56860798976
1783952234	57085194240
1783952239	57085194240
1783952244	57085194240
1783952249	57085194240
1783952254	57085194240
1783952259	57085194240
1783952264	57085194240
1783952269	57085194240
1783952274	57085194240
1783952279	57737420800
1783952284	57737420800
1783952289	57737420800
1783952294	57737420800
1783952299	57737420800
1783952304	57867444224
1783952309	57867444224
1783952314	57867444224
1783952319	57867444224
1783952324	57867444224
1783952329	57867444224
1783952334	57867444224
1783952339	57867444224
1783952344	57867444224
1783952349	57867444224
1783952354	57867444224
1783952359	57867444224
1783952364	57867444224
1783952369	57867456512
1783952374	57867456512
1783952379	57867456512
1783952384	57867456512
1783952389	57867456512
1783952394	57867468800
1783952399	57867468800
1783952404	57867468800
1783952409	57867468800
1783952414	57867468800
1783952419	57867481088
1783952424	57867481088
1783952429	57867481088
1783952434	57867481088
1783952439	57867481088
1783952444	57867493376
1783952449	57867493376
1783952454	57867493376
1783952459	57867493376
1783952464	57867493376
1783952469	57867493376
1783952474	57867493376
1783952479	57867493376
1783952484	57867493376
1783952489	57867505664
1783952494	57867505664
1783952499	57867505664
1783952504	57867505664
1783952509	57867505664
1783952514	57867505664
1783952519	57867505664
1783952524	57867505664
1783952529	57867505664
1783952534	57867505664
1783952539	57867505664
1783952544	57867517952
1783952549	57867517952
1783952554	57867517952
1783952559	57867517952
1783952564	57867530240
1783952569	57867530240
1783952574	57867530240
1783952579	57867530240
1783952584	57867530240
1783952589	57867530240
1783952594	57867530240
1783952599	57867530240
1783952604	57867530240
1783952609	57867530240
1783952614	57867530240
1783952619	57867530240
1783952624	57867530240
1783952629	57867542528
1783952634	57867558912
1783952639	57867571200
1783952644	57867571200
1783952649	57867571200
1783952654	57867571200
1783952659	57867571200
1783952664	57867583488
1783952669	57867595776
1783952674	57867595776
1783952679	57867608064
1783952684	57867608064
1783952689	57867608064
1783952694	57867608064
1783952699	57867608064
1783952704	57867608064
1783952709	57867632640
1783952714	57867632640
1783952719	57867632640
1783952724	57867632640
1783952729	57867632640
1783952734	57867632640
1783952739	57867644928
1783952744	57662255104
1783952749	57662255104
1783952754	57662255104
1783952760	57662255104
1783952765	57662255104
1783952770	57662267392
1783952775	57662267392
1783952780	57662279680
1783952785	57662279680
1783952790	57662279680
1783952795	57662279680
1783952800	57662279680
1783952805	57662279680
1783952810	57662279680
1783952815	57662291968
1783952820	57662291968
1783952825	57662291968
1783952830	57662304256
1783952835	57662304256
1783952840	57662304256
1783952845	57662304256
1783952850	57662304256
1783952855	57662304256
1783952860	57662304256
1783952865	57662304256
1783952870	57662316544
1783952875	57662316544
1783952880	57662316544
1783952885	57662316544
1783952890	57662316544
1783952895	57662316544
1783952900	57662328832
1783952905	57683738624
1783952910	57683738624
1783952915	57683738624
1783952920	57683738624
1783952925	57683738624
1783952930	57683738624
1783952935	57683738624
1783952940	57683750912
1783952945	57683750912
1783952950	57683750912
1783952955	57683750912
1783952960	57683750912
1783952965	57683750912
1783952970	57683750912
1783952975	57683750912
1783952980	57683763200
1783952985	57683763200
1783952990	57683763200
1783952995	57683763200
1783953000	57683763200
1783953005	57683763200
1783953010	57683763200
1783953015	57683775488
1783953020	57683775488
1783953025	57683787776
1783953030	57683800064
1783953035	57683800064
1783953040	57683800064
1783953045	57683800064
1783953050	57683800064
1783953055	57683800064
