epoch	vram_used_bytes
1783968061	25764790272
1783968071	46517710848
1783968081	46517710848
1783968091	46517710848
1783968101	46517710848
1783968111	46517710848
1783968121	46517714944
1783968131	46517714944
1783968141	46517727232
1783968151	46517727232
1783968161	46517825536
1783968171	46517825536
1783968181	46517878784
1783968191	46517878784
1783968201	46521143296
1783968211	46521143296
1783968221	46521143296
1783968231	46521143296
1783968241	46521143296
1783968251	46521143296
1783968261	46521143296
1783968271	46521143296
1783968281	46521143296
1783968291	46521143296
1783968301	46521143296
1783968311	46521143296
1783968321	46521143296
1783968331	46521143296
1783968341	46521143296
1783968351	46521143296
1783968361	46521143296
1783968371	46521143296
1783968381	46521143296
1783968391	46521143296
1783968401	46521143296
1783968411	46521143296
1783968421	46521143296
1783968431	46521143296
1783968441	46521143296
1783968451	46521143296
1783968461	46521143296
1783968471	46521143296
1783968481	46521143296
1783968491	46521143296
1783968501	46521143296
1783968511	46521143296
1783968521	46521143296
1783968531	46521143296
1783968541	46521143296
1783968551	46521143296
1783968561	46521143296
1783968571	46521143296
1783968581	46521761792
1783968591	46521761792
1783968601	46521761792
1783968611	46521761792
1783968621	46521782272
1783968631	46521782272
1783968641	46521782272
1783968651	46521782272
1783968661	46521782272
1783968671	46521782272
1783968681	46521782272
1783968691	46521782272
1783968701	46521782272
1783968711	46521782272
1783968721	46521782272
1783968731	46521782272
1783968741	46521782272
1783968751	46521782272
1783968761	46521782272
1783968771	46521782272
1783968781	46521782272
1783968791	46521782272
1783968801	46521782272
1783968811	46521782272
1783968821	46521782272
1783968831	46521782272
1783968841	46521782272
1783968851	46521782272
1783968861	46521782272
1783968871	46521782272
1783968881	46521782272
1783968891	46521782272
1783968901	46521782272
1783968911	46521782272
1783968921	46521782272
1783968931	46521782272
1783968941	46521782272
1783968951	46521782272
1783968961	46521782272
1783968971	46521782272
