epoch	vram_used_bytes
1783968972	25764790272
1783968982	47610003456
1783968992	47611740160
1783969002	47611740160
1783969012	47611740160
1783969022	47611740160
1783969032	47611740160
1783969042	47611740160
1783969052	47611740160
1783969062	47611740160
1783969072	47611740160
1783969082	47611740160
1783969092	47613816832
1783969103	47613816832
1783969113	47613816832
1783969123	47613816832
1783969133	47613816832
1783969143	47613816832
1783969153	47614869504
1783969163	47614873600
1783969173	47614971904
1783969183	47614971904
1783969193	47614971904
1783969203	47614971904
1783969213	47614971904
1783969223	47614980096
1783969233	47614980096
1783969243	47614980096
1783969253	47614980096
1783969263	47614980096
1783969273	47614980096
1783969283	47614980096
1783969293	47614980096
1783969303	47614980096
1783969313	47614980096
1783969323	47614980096
1783969333	47614980096
1783969343	47614980096
1783969353	47614980096
1783969363	47614980096
1783969373	47614980096
1783969383	47614980096
1783969393	47614980096
1783969403	47615131648
1783969413	47615143936
1783969423	47615356928
1783969433	47615356928
1783969443	47615356928
1783969453	47615356928
1783969463	47615356928
1783969473	47615356928
1783969483	47615356928
1783969493	47615356928
1783969503	47615356928
1783969513	47615356928
1783969523	47615356928
1783969533	47615356928
1783969543	47615602688
1783969553	47615602688
1783969563	47615602688
1783969573	47615602688
1783969583	47615602688
1783969593	47615602688
1783969603	47615602688
1783969613	47615602688
1783969623	47615602688
1783969633	47615602688
1783969643	47615602688
1783969653	47615602688
1783969663	47615602688
1783969673	47615602688
1783969683	47615602688
1783969693	47615602688
1783969703	47615602688
1783969713	47615602688
1783969723	47615602688
1783969733	47615602688
1783969743	47615602688
1783969753	47615602688
1783969763	47615602688
1783969773	47615602688
1783969783	47615602688
1783969793	47615602688
1783969803	47615602688
1783969813	47615602688
1783969823	47615602688
1783969833	47615602688
1783969843	47615602688
1783969853	47615602688
1783969863	47615602688
1783969873	47615602688
1783969883	47615602688
1783969893	47615602688
