epoch	vram_used_bytes
1783972691	25764790272
1783972701	50676826112
1783972711	50677121024
1783972721	50677121024
1783972731	50677121024
1783972741	50677121024
1783972751	50677121024
1783972761	50678169600
1783972771	50678222848
1783972781	50678222848
1783972791	50678222848
1783972801	50678222848
1783972811	50678222848
1783972821	50678222848
1783972831	50678222848
1783972841	50678222848
1783972851	50678222848
1783972861	50678222848
1783972871	50678222848
1783972881	50678247424
1783972891	50678247424
1783972901	50678247424
1783972911	50678247424
1783972921	50678247424
1783972931	50678247424
1783972941	50678247424
1783972951	50678247424
1783972961	50678247424
1783972971	50678247424
1783972981	50678247424
1783972991	50678247424
1783973001	50678247424
1783973011	50678247424
1783973021	50678337536
1783973031	50678337536
1783973041	50678337536
1783973051	50678337536
1783973061	50678337536
1783973071	50678337536
1783973081	50678337536
1783973091	50678337536
1783973101	50678337536
1783973111	50678337536
1783973121	50678337536
1783973131	50678374400
1783973141	50678374400
1783973151	50678374400
1783973161	50678374400
1783973171	50678374400
1783973181	50678374400
1783973191	50678374400
1783973201	50678374400
1783973211	50678374400
1783973221	50678374400
1783973231	50678374400
1783973241	50678374400
1783973251	50678374400
1783973261	50678374400
1783973271	50678374400
1783973281	50678374400
1783973291	50678374400
1783973301	50678374400
1783973311	50678374400
1783973321	50678374400
1783973331	50678374400
1783973341	50678374400
1783973351	50678374400
1783973361	50678374400
1783973371	50678374400
1783973381	50678374400
1783973391	50678374400
1783973402	50678374400
1783973412	50678374400
1783973422	50678374400
1783973432	50678374400
1783973442	50678374400
1783973452	50678374400
1783973462	50678374400
1783973472	50678374400
1783973482	50678374400
1783973492	50678374400
1783973502	50678374400
1783973512	50678374400
1783973522	50678374400
1783973532	50678374400
1783973542	50678374400
1783973552	50678374400
1783973562	50678374400
1783973572	50678374400
1783973582	50678374400
1783973592	50678374400
1783973602	50678374400
1783973612	50678374400
1783973622	50678374400
