epoch	vram_used_bytes
1783962355	25917870080
1783962365	47521144832
1783962375	47521144832
1783962385	47521157120
1783962395	47521169408
1783962405	47521779712
1783962415	47521779712
1783962425	47371845632
1783962435	47371845632
1783962445	47371845632
1783962455	47371845632
1783962465	47371845632
1783962475	47371845632
1783962485	47371845632
1783962495	47371845632
1783962505	47371845632
1783962515	47371862016
1783962525	47371862016
1783962535	47371878400
1783962545	47371878400
1783962555	47371878400
1783962566	47371878400
1783962576	47371878400
1783962586	47371878400
1783962596	47372742656
1783962606	47372742656
1783962616	47372750848
1783962626	47372750848
1783962636	47372750848
1783962646	47372750848
1783962656	47372750848
1783962666	47372750848
1783962676	47372750848
1783962686	47372750848
1783962696	47372750848
1783962706	47372750848
1783962716	47372750848
1783962726	47372750848
1783962736	47372750848
1783962746	47372750848
1783962756	47372750848
1783962766	47372750848
1783962776	47372750848
1783962786	47372750848
1783962796	47372750848
1783962806	47372750848
1783962816	47372750848
1783962826	47372750848
1783962836	47372750848
1783962846	47372750848
1783962856	47372750848
1783962866	47372750848
1783962876	47372750848
1783962886	47372750848
1783962896	47372750848
1783962906	47372750848
1783962916	47372750848
1783962926	47372750848
1783962936	47372750848
1783962946	47372750848
1783962956	47372750848
1783962966	47372750848
1783962976	47372750848
1783962986	47372750848
1783962996	47372750848
1783963006	47372750848
1783963016	47372750848
1783963026	47372750848
1783963036	47372750848
1783963046	47372750848
1783963056	47372750848
1783963066	47372750848
1783963076	47372750848
1783963086	47372750848
1783963096	47372750848
1783963106	47372750848
1783963116	47372750848
1783963126	47372750848
1783963136	47372750848
1783963146	47372750848
1783963156	47372750848
1783963166	47372750848
1783963176	47372750848
1783963186	47372750848
1783963196	47372750848
1783963206	47372750848
1783963216	47372750848
1783963226	47372750848
1783963236	47372750848
1783963246	47372750848
1783963256	47372750848
1783963266	47372750848
