epoch	vram_used_bytes
1783974616	27283107840
1783974626	59707604992
1783974636	59708805120
1783974646	59708805120
1783974656	59708805120
1783974666	59708805120
1783974676	59708805120
1783974686	59708936192
1783974696	59708936192
1783974706	59708936192
1783974716	59708936192
1783974726	59708936192
1783974736	59708936192
1783974746	59708936192
1783974756	59708936192
1783974766	59708936192
1783974776	59708936192
1783974786	59708936192
1783974796	59708940288
1783974806	59708940288
1783974816	59708940288
1783974826	59708940288
1783974836	59708940288
1783974846	59708940288
1783974856	59708940288
1783974866	59708944384
1783974876	59708952576
1783974886	59708952576
1783974896	59708952576
1783974906	59708952576
1783974916	59708952576
1783974926	59708952576
1783974936	59708952576
1783974946	59708952576
1783974956	59708952576
1783974966	59708952576
1783974976	59708952576
1783974986	59709087744
1783974996	59709087744
1783975006	59709087744
1783975016	59709087744
1783975026	59709349888
1783975036	59709349888
1783975046	59709349888
1783975056	59709349888
1783975066	59709349888
1783975076	59709349888
1783975086	59709349888
1783975096	59709349888
1783975106	59709349888
1783975116	59709349888
1783975126	59709349888
1783975136	59709349888
1783975146	59709349888
1783975156	59709349888
1783975166	59709349888
1783975176	59709349888
1783975186	59709349888
1783975196	59709349888
1783975206	59709349888
1783975216	59709349888
1783975226	59709349888
1783975236	59709362176
1783975246	59709362176
1783975256	59709362176
1783975266	59709362176
1783975276	59709362176
1783975286	59709362176
1783975296	59709362176
1783975306	59709362176
1783975317	59709362176
1783975327	59709362176
1783975337	59709362176
1783975347	59709362176
1783975357	59709362176
1783975367	59709362176
1783975377	59709362176
1783975387	59709362176
1783975397	59709362176
1783975407	59709362176
1783975417	59709362176
1783975427	59709362176
1783975437	59709362176
1783975447	59709362176
1783975457	59709362176
1783975467	59709362176
1783975477	59709362176
1783975487	59709362176
1783975497	59709362176
1783975507	59709362176
1783975517	59709362176
1783975527	59709362176
1783975537	59709362176
1783975547	59709362176
1783975557	59709362176
