epoch	vram_used_bytes
1783976640	25764790272
1783976650	62611501056
1783976660	62611501056
1783976670	62611501056
1783976680	62611501056
1783976690	62611501056
1783976700	62611501056
1783976710	62611501056
1783976720	62611501056
1783976730	62611501056
1783976740	62611501056
1783976750	62615318528
1783976760	62615334912
1783976770	62615334912
1783976780	62615334912
1783976790	62615334912
1783976800	62615334912
1783976810	62615334912
1783976820	62615334912
1783976830	62615334912
1783976840	62615334912
1783976850	62615334912
1783976860	62615334912
1783976870	62615334912
1783976880	62615334912
1783976890	62615334912
1783976900	62615334912
1783976910	62615334912
1783976920	62615334912
1783976930	62615334912
1783976940	62615334912
1783976950	62615334912
1783976960	62615367680
1783976970	62615367680
1783976980	62615367680
1783976990	62615396352
1783977000	62615396352
1783977010	62615396352
1783977020	62615396352
1783977030	62615396352
1783977040	62615396352
1783977050	62615396352
1783977060	62615396352
1783977070	62615396352
1783977080	62615396352
1783977090	62615396352
1783977100	62615396352
1783977110	62615396352
1783977120	62615396352
1783977130	62616260608
1783977140	62616260608
1783977150	62616260608
1783977160	62616260608
1783977170	62616260608
1783977180	62616268800
1783977190	62616268800
1783977200	62616268800
1783977210	62616268800
1783977220	62616268800
1783977231	62616268800
1783977241	62616268800
1783977251	62616268800
1783977261	62616268800
1783977271	62616268800
1783977281	62616268800
1783977291	62616268800
1783977301	62616268800
1783977311	62616268800
1783977321	62616268800
1783977331	62616268800
1783977341	62616268800
1783977351	62616268800
1783977361	62616268800
1783977371	62616268800
1783977381	62616268800
1783977391	62616268800
1783977401	62616268800
1783977411	62616268800
1783977421	62616268800
1783977431	62616268800
1783977441	62616268800
1783977451	62616268800
1783977461	62616268800
1783977471	62616268800
1783977481	62616268800
1783977491	62616268800
1783977501	62616268800
1783977511	62616268800
1783977521	62616268800
1783977531	62616268800
1783977541	62616268800
